# gene_name	gene_id	chr_hg38	start_hg38	end_hg38	strand_hg38	tss_hg38	LociDriverhg38	DisttoTSS	ISM	SumISMPearsonRtoCAGE,adult,brain	DriverPearsonRtoCAGE,adult,brain	DecreasedFractionofSumPearsonRWithoutDrivertoCAGE,adult,brain	IncreasedFractionofSumPearonRbyrankedDrivertoCAGE,adult,brain	NIndividualsWithSNV	FractionIndividualsWithSNV	IsMainDriver	ISMFractionofISMmaxinSNV	eQTL	maxeQTLgene	PearsonRGenotypetoObs	RefseqforwardCAGE,adult,brain	MaxISM+-1000TSS	StdISM+-1000ISM
HDDC2	ENSG00000111906	6	125219962	125302078	-	125302078	125288573	-13505	-0.00724	0.56	0.71	0.07	0.05	353	30.4	False	-0.026	-0.327043	0.952867	-0.6285	1.8765811	1.1364752054214478	0.11239820134226995
HDDC2	ENSG00000111906	6	125219962	125302078	-	125302078	125294111	-7967	-0.04743	0.56	0.72	0.6	0.46	353	30.4	False	-0.167	-0.327043	0.952867	-0.6285	1.8765811	1.1364752054214478	0.11239820134226995
HDDC2	ENSG00000111906	6	125219962	125302078	-	125302078	125297412	-4666	-0.01482	0.56	0.76	0.16	0.11	353	30.4	False	-0.052	-0.327043	0.952867	-0.6285	1.8765811	1.1364752054214478	0.11239820134226995
HDDC2	ENSG00000111906	6	125219962	125302078	-	125302078	125300033	-2045	-0.00755	0.56	0.62	0.08	0.07	370	31.9	False	-0.027	-0.330494	0.952867	-0.6492	1.8765811	1.1364752054214478	0.11239820134226995
HDDC2	ENSG00000111906	6	125219962	125302078	-	125302078	125301686	-392	-0.04496	0.56	0.72	0.56	0.09	370	31.9	False	-0.159	-0.330494	0.952867	-0.6492	1.8765811	1.1364752054214478	0.11239820134226995
HDDC2	ENSG00000111906	6	125219962	125302078	-	125302078	125302039	-39	-0.08964	0.56	0.69	1.16	1.04	368	31.7	True	-0.316	-0.3311	0.952867	-0.65	1.8765811	1.1364752054214478	0.11239820134226995
HDDC2	ENSG00000111906	6	125219962	125302078	-	125302078	125302219	141	-0.04251	0.56	0.81	0.25	0.16	176	15.2	False	-0.15	0.021585	0.952867	0.0292	1.8765811	1.1364752054214478	0.11239820134226995
HDDC2	ENSG00000111906	6	125219962	125302078	-	125302078	125310413	8335	-0.00712	0.56	0.74	0.11	0.08	524	45.1	False	-0.025	-0.248428	0.952867	-0.5549	1.8765811	1.1364752054214478	0.11239820134226995
HDDC2	ENSG00000111906	6	125219962	125302078	-	125302078	125315546	13468	-0.00589	0.56	0.7	0.06	0.06	791	68.1	False	-0.021	-0.149588	0.952867	-0.3835	1.8765811	1.1364752054214478	0.11239820134226995
MRPL18	ENSG00000112110	6	159789812	159798436	+	159789812	159789947	135	2.12502	0.92	0.34	0.01	0.27	54	4.7	False	0.34	0.177431	1.798466	0.1537	20.872452	9.574926376342773	0.7882260697423901
MRPL18	ENSG00000112110	6	159789812	159798436	+	159789812	159790007	195	1.33534	0.92	0.58	0.19	0.27	445	38.3	False	0.213	0.009995	1.798466	0.0224	20.872452	9.574926376342773	0.7882260697423901
MRPL18	ENSG00000112110	6	159789812	159798436	+	159789812	159790392	580	-0.79229	0.92	0.77	-0.02	0.31	1095	94.3	True	-0.127	-0.177426	1.798466	-0.4104	20.872452	9.574926376342773	0.7882260697423901
MRPL18	ENSG00000112110	6	159789812	159798436	+	159789812	159790453	641	-0.73483	0.92	0.82	-0.02	0.05	1095	94.3	False	-0.117	-0.1778	1.798466	-0.4113	20.872452	9.574926376342773	0.7882260697423901
MRPL18	ENSG00000112110	6	159789812	159798436	+	159789812	159808857	19045	-0.38112	0.92	0.88	0.03	0.07	906	78.0	False	-0.061	-0.132146	1.798466	-0.3632	20.872452	9.574926376342773	0.7882260697423901
CD83	ENSG00000112149	6	14117256	14136918	+	14117256	14095524	-21732	0.05521	0.97	0.87	0.02	0.07	117	10.1	False	0.106	0.076851	2.100725	0.0744	1.1549822	2.935803771018982	0.18534237668477735
CD83	ENSG00000112149	6	14117256	14136918	+	14117256	14117404	148	-0.17217	0.97	0.26	0.02	0.05	11	0.9	False	-0.33	0.16256	2.100725	0.0463	1.1549822	2.935803771018982	0.18534237668477735
CD83	ENSG00000112149	6	14117256	14136918	+	14117256	14117557	301	0.52241	0.97	0.21	0.02	0.22	2	0.2	False	1.0	-0.245861	2.100725	-0.0249	1.1549822	2.935803771018982	0.18534237668477735
CD83	ENSG00000112149	6	14117256	14136918	+	14117256	14117907	651	-0.14199	0.97	0.76	0.61	0.51	406	35.0	True	-0.272	-0.184282	2.100725	-0.3043	1.1549822	2.935803771018982	0.18534237668477735
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141084976	-9602	0.04883	0.9	0.5	0.16	0.13	362	31.2	False	0.095	0.273637	1.364936	0.3705	7.482969	6.502066910266876	0.26879064725313456
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141085869	-8709	-0.02842	0.9	0.58	0.08	0.09	169	14.6	False	-0.055	-0.309347	1.364936	-0.2697	7.482969	6.502066910266876	0.26879064725313456
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141093119	-1459	0.06837	0.9	0.59	0.31	0.39	857	73.8	False	0.133	0.04872	1.364936	0.0855	7.482969	6.502066910266876	0.26879064725313456
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141094079	-499	-0.02339	0.9	0.71	0.07	0.07	170	14.6	False	-0.046	-0.309347	1.364936	-0.2697	7.482969	6.502066910266876	0.26879064725313456
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141094519	-59	0.51346	0.9	0.26	0.03	0.29	1	0.1	False	1.0	0.595837	1.364936	0.0503	7.482969	6.502066910266876	0.26879064725313456
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141097355	2777	-0.03145	0.9	0.49	0.09	0.1	170	14.6	False	-0.061	-0.309347	1.364936	-0.2697	7.482969	6.502066910266876	0.26879064725313456
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141097847	3269	-0.0815	0.9	0.24	0.02	0.09	27	2.3	False	-0.159	-0.053377	1.364936	-0.0213	7.482969	6.502066910266876	0.26879064725313456
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141097966	3388	-0.0236	0.9	0.65	0.07	0.08	170	14.6	False	-0.046	-0.309347	1.364936	-0.2697	7.482969	6.502066910266876	0.26879064725313456
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141098348	3770	-0.14091	0.9	0.6	0.57	0.43	170	14.6	True	-0.274	-0.309347	1.364936	-0.2697	7.482969	6.502066910266876	0.26879064725313456
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141100771	6193	-0.01846	0.9	0.58	0.05	0.06	170	14.6	False	-0.036	-0.309347	1.364936	-0.2697	7.482969	6.502066910266876	0.26879064725313456
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141102010	7432	-0.06221	0.9	0.84	0.22	0.28	171	14.7	False	-0.121	-0.315258	1.364936	-0.2758	7.482969	6.502066910266876	0.26879064725313456
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141104960	10382	-0.0182	0.9	0.69	0.05	0.06	170	14.6	False	-0.035	-0.309347	1.364936	-0.2697	7.482969	6.502066910266876	0.26879064725313456
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141111789	17211	-0.0184	0.9	0.64	0.05	0.06	170	14.6	False	-0.036	-0.309347	1.364936	-0.2697	7.482969	6.502066910266876	0.26879064725313456
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141122761	28183	0.03147	0.9	0.4	0.08	0.07	391	33.7	False	0.061	0.265425	1.364936	0.3666	7.482969	6.502066910266876	0.26879064725313456
PCDHB2	ENSG00000112852	5	141094578	141098703	+	141094578	141122762	28184	0.03335	0.9	0.34	0.09	0.1	392	33.8	False	0.065	0.26513	1.364936	0.3663	7.482969	6.502066910266876	0.26879064725313456
ACAP2	ENSG00000114331	3	195274736	195443078	-	195443078	195443027	-51	-7.74113	0.59	0.29	-0.06	0.55	37	3.2	True	-0.685	0.075605	1.189923	0.0501	52.95903	22.40508270263672	2.0659341508745204
ACAP2	ENSG00000114331	3	195274736	195443078	-	195443078	195443188	110	0.91877	0.59	0.57	0.32	0.48	818	70.5	False	0.081	0.136955	1.189923	0.3335	52.95903	22.40508270263672	2.0659341508745204
ACAP2	ENSG00000114331	3	195274736	195443078	-	195443078	195447411	4333	0.54313	0.59	0.71	0.18	0.18	721	62.1	False	0.048	0.098303	1.189923	0.2391	52.95903	22.40508270263672	2.0659341508745204
PRRX1	ENSG00000116132	1	170662728	170739419	+	170662728	170647214	-15514	-0.01789	0.98	0.89	-0.01	0.14	949	81.7	False	-0.145	0.071861	1.743566	0.1039	0.6174861	0.4391902685165405	0.035062160195677865
PRRX1	ENSG00000116132	1	170662728	170739419	+	170662728	170662952	224	-0.04157	0.98	0.89	0.03	0.06	46	4.0	False	-0.337	0.106866	1.743566	0.0398	0.6174861	0.4391902685165405	0.035062160195677865
PRRX1	ENSG00000116132	1	170662728	170739419	+	170662728	170663243	515	0.0554	0.98	0.8	0.14	0.69	375	32.3	True	0.449	-0.31197	1.743566	-0.3578	0.6174861	0.4391902685165405	0.035062160195677865
HEATR1	ENSG00000119285	1	236549005	236604504	-	236604504	236558360	-46144	0.04173	0.88	0.82	-0.02	0.09	1077	92.8	False	0.086	0.075835	1.17114	0.2098	6.9489293	4.081633806228638	0.18309191665985258
HEATR1	ENSG00000119285	1	236549005	236604504	-	236604504	236583143	-21361	0.04018	0.88	0.88	-0.02	0.06	1037	89.3	False	0.083	0.069777	1.17114	0.2067	6.9489293	4.081633806228638	0.18309191665985258
HEATR1	ENSG00000119285	1	236549005	236604504	-	236604504	236604526	22	0.40041	0.88	0.64	0.29	0.84	999	86.0	True	0.823	0.076218	1.17114	0.2317	6.9489293	4.081633806228638	0.18309191665985258
HEATR1	ENSG00000119285	1	236549005	236604504	-	236604504	236604528	24	0.27283	0.88	0.78	0.06	0.16	64	5.5	False	0.561	0.024466	1.17114	0.0244	6.9489293	4.081633806228638	0.18309191665985258
FAM206A	ENSG00000119328	9	108934181	108950744	+	108934181	108869367	-64814	0.20044	0.92	0.76	0.03	0.11	890	76.7	False	0.056	0.049419	1.186029	0.1562	28.9987	20.35588836669922	0.9585365722410886
FAM206A	ENSG00000119328	9	108934181	108950744	+	108934181	108908233	-25948	-0.18952	0.92	0.83	0.03	0.08	582	50.1	False	-0.053	-0.099332	1.186029	-0.2985	28.9987	20.35588836669922	0.9585365722410886
FAM206A	ENSG00000119328	9	108934181	108950744	+	108934181	108933552	-629	0.41549	0.92	0.7	0.02	0.07	339	29.2	False	0.116	0.042708	1.186029	0.1045	28.9987	20.35588836669922	0.9585365722410886
FAM206A	ENSG00000119328	9	108934181	108950744	+	108934181	108933763	-418	-0.45909	0.92	0.63	0.1	0.57	581	50.0	True	-0.128	-0.101278	1.186029	-0.3036	28.9987	20.35588836669922	0.9585365722410886
FAM206A	ENSG00000119328	9	108934181	108950744	+	108934181	108933934	-247	-0.7177	0.92	0.17	0.06	0.21	155	13.4	False	-0.201	-0.006689	1.186029	-0.0109	28.9987	20.35588836669922	0.9585365722410886
GLE1	ENSG00000119392	9	128504700	128542288	+	128504700	128504933	233	-1.86966	0.98	0.97	0.49	0.99	98	8.4	True	-1.0	-0.128357	0.749794	-0.2355	14.122736	5.0180206298828125	0.3678559181233685
ACOT2	ENSG00000119673	14	73567620	73575658	+	73567620	73566566	-1054	-0.00089	0.97	0.68	0.03	0.43	279	24.0	True	-0.264	-0.124445	1.404289	-0.191	0.04298171	0.023607026785612106	0.00123300856102988
ACOT2	ENSG00000119673	14	73567620	73575658	+	73567620	73567386	-234	0.00071	0.97	0.83	0.08	0.11	303	26.1	False	0.21	-0.098979	1.404289	-0.1456	0.04298171	0.023607026785612106	0.00123300856102988
ACOT2	ENSG00000119673	14	73567620	73575658	+	73567620	73568967	1347	0.00064	0.97	0.9	0.04	0.07	465	40.1	False	0.191	0.104677	1.404289	0.1893	0.04298171	0.023607026785612106	0.00123300856102988
ACOT2	ENSG00000119673	14	73567620	73575658	+	73567620	73569512	1892	-0.0015	0.97	0.25	0.03	0.05	53	4.6	False	-0.444	-0.018362	1.404289	-0.0109	0.04298171	0.023607026785612106	0.00123300856102988
PYROXD2	ENSG00000119943	10	98383565	98415184	-	98415184	98415325	141	0.37628	0.98	0.96	0.29	0.98	533	45.9	True	1.0	0.30214	1.98985	0.3959	5.50205	5.10793662071228	0.3709659594153924
FAM45A	ENSG00000119979	10	119104086	119137984	+	119104086	119104427	341	0.75558	0.98	0.91	0.1	0.81	957	82.4	True	0.232	0.091683	0.691667	0.3847	13.850917	4.402430534362793	0.355291372919836
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130871866	-44643	-0.23897	0.79	-0.64	0.06	0.13	835	71.9	False	-0.145	-0.195427	0.708411	-0.6035	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130872260	-44249	-0.06078	0.79	0.4	0.01	0.06	835	71.9	False	-0.037	-0.195427	0.708411	-0.6035	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130874614	-41895	-0.13979	0.79	-0.29	0.03	0.13	835	71.9	False	-0.085	-0.195058	0.708411	-0.6015	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130875082	-41427	-0.17176	0.79	-0.56	0.04	0.1	835	71.9	False	-0.104	-0.195058	0.708411	-0.6015	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130876251	-40258	-0.07735	0.79	0.2	0.01	0.09	770	66.3	False	-0.047	-0.182619	0.708411	-0.5543	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130877336	-39173	-0.12885	0.79	-0.09	0.03	0.13	834	71.8	False	-0.078	-0.195203	0.708411	-0.6034	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130884696	-31813	-0.1193	0.79	0.01	0.02	0.13	833	71.7	False	-0.072	-0.194091	0.708411	-0.5991	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130893066	-23443	-0.13362	0.79	-0.21	0.03	0.05	1023	88.1	False	-0.081	-0.143945	0.708411	-0.4215	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130894989	-21520	-0.10625	0.79	0.02	0.03	0.07	1033	89.0	False	-0.064	-0.157021	0.708411	-0.461	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130897303	-19206	-0.07481	0.79	0.25	0.02	0.07	1033	89.0	False	-0.045	-0.155564	0.708411	-0.4572	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130897560	-18949	-0.10026	0.79	0.15	0.03	0.08	1033	89.0	False	-0.061	-0.157002	0.708411	-0.4612	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130903181	-13328	-0.049	0.79	0.48	0.02	0.05	832	71.7	False	-0.03	-0.203422	0.708411	-0.6357	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130909773	-6736	-0.06784	0.79	0.35	0.02	0.08	830	71.5	False	-0.041	-0.20279	0.708411	-0.6335	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130909779	-6730	0.1044	0.79	0.02	0.01	0.06	437	37.6	False	0.063	0.101041	0.708411	0.2517	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130911580	-4929	0.20243	0.79	-0.65	0.03	0.08	436	37.6	False	0.123	0.101137	0.708411	0.2528	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130911780	-4729	0.20142	0.79	-0.56	0.02	0.11	436	37.6	False	0.122	0.101137	0.708411	0.2528	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130911790	-4719	0.10059	0.79	0.08	0.01	0.05	436	37.6	False	0.061	0.101137	0.708411	0.2528	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130912169	-4340	0.13446	0.79	-0.23	0.02	0.08	436	37.6	False	0.081	0.101137	0.708411	0.2528	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130912192	-4317	0.16402	0.79	-0.48	0.02	0.1	435	37.5	False	0.099	0.100679	0.708411	0.2516	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130914859	-1650	-0.09255	0.79	0.21	0.02	0.08	1079	92.9	False	-0.056	-0.15508	0.708411	-0.4314	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130915409	-1100	0.15726	0.79	-0.4	0.02	0.1	431	37.1	False	0.095	0.099949	0.708411	0.2497	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130916413	-96	0.1307	0.79	-0.2	0.03	0.07	413	35.6	False	0.079	0.111538	0.708411	0.2653	35.979538	17.60295295715332	0.46224502688223484
SNX19	ENSG00000120451	11	130875436	130916509	-	130916509	130916554	45	0.93962	0.79	0.28	0.04	0.32	45	3.9	True	0.569	0.10275	0.708411	0.0862	35.979538	17.60295295715332	0.46224502688223484
MASTL	ENSG00000120539	10	27154824	27186924	+	27154824	27154694	-130	0.01419	0.96	0.99	0.38	0.34	1011	87.1	False	0.787	0.083921	1.336623	0.1813	0.18788011	0.35870544612407684	0.00880270517206094
MASTL	ENSG00000120539	10	27154824	27186924	+	27154824	27154946	122	-0.01803	0.96	0.66	-0.03	0.69	125	10.8	True	-1.0	-0.202214	1.336623	-0.212	0.18788011	0.35870544612407684	0.00880270517206094
DNAJC15	ENSG00000120675	13	43023203	43114224	+	43023203	43023570	367	0.21994	0.98	0.94	-0.0	0.84	478	41.2	True	0.262	-0.328498	0.877167	-0.7149	2.8915281	3.5874509811401367	0.20006503140407517
MTERF4	ENSG00000122085	2	241072169	241102332	-	241102332	241102313	-19	-1.51342	0.95	0.88	0.18	0.86	170	14.6	True	-0.469	-0.038624	0.753225	-0.0873	28.531029	6.410749435424805	0.5203127371024233
SERAC1	ENSG00000122335	6	158109515	158168270	-	158168270	158167670	-600	0.52008	0.75	0.57	0.07	0.18	545	46.9	False	0.045	0.064381	1.339397	0.1641	39.695908	23.040565490722656	1.1205203638604968
SERAC1	ENSG00000122335	6	158109515	158168270	-	158168270	158168349	79	-11.57077	0.75	0.15	-0.09	0.19	1	0.1	False	-1.0	-0.131367	1.339397	-0.0183	39.695908	23.040565490722656	1.1205203638604968
SERAC1	ENSG00000122335	6	158109515	158168270	-	158168270	158168365	95	-1.49093	0.75	0.21	0.03	0.06	27	2.3	False	-0.129	-0.109738	1.339397	-0.0692	39.695908	23.040565490722656	1.1205203638604968
SERAC1	ENSG00000122335	6	158109515	158168270	-	158168270	158168576	306	0.31559	0.75	0.61	0.04	0.07	293	25.2	False	0.027	0.038133	1.339397	0.0768	39.695908	23.040565490722656	1.1205203638604968
SERAC1	ENSG00000122335	6	158109515	158168270	-	158168270	158168838	568	0.29667	0.75	0.65	0.04	0.05	292	25.2	False	0.026	0.039815	1.339397	0.0801	39.695908	23.040565490722656	1.1205203638604968
SERAC1	ENSG00000122335	6	158109515	158168270	-	158168270	158192571	24301	0.54597	0.75	0.43	0.07	0.29	545	46.9	True	0.047	0.064381	1.339397	0.1641	39.695908	23.040565490722656	1.1205203638604968
ACADS	ENSG00000122971	12	120725735	120740008	+	120725735	120725715	-20	0.46397	0.93	0.72	0.13	0.71	739	63.7	True	0.734	0.147876	2.084879	0.241	9.6975975	6.5732269287109375	0.44604288029315003
TSFM	ENSG00000123297	12	57782589	57808071	+	57782589	57782831	242	0.39124	0.98	0.95	1.02	0.97	639	55.0	True	1.0	-0.12231	0.922551	-0.4018	18.64686	5.239170074462891	0.2404709363734544
NDUFAF4	ENSG00000123545	6	96889313	96897881	-	96897881	96861259	-36622	-0.06318	0.66	0.46	0.03	0.06	572	49.3	False	-0.021	0.003964	1.243241	0.0086	29.877087	23.431865692138672	0.9804083728393164
NDUFAF4	ENSG00000123545	6	96889313	96897881	-	96897881	96865173	-32708	-0.07075	0.66	0.43	0.04	0.06	572	49.3	False	-0.024	0.005618	1.243241	0.0122	29.877087	23.431865692138672	0.9804083728393164
NDUFAF4	ENSG00000123545	6	96889313	96897881	-	96897881	96879617	-18264	-0.04811	0.66	0.57	0.04	0.06	969	83.5	False	-0.016	-0.050839	1.243241	-0.12	29.877087	23.431865692138672	0.9804083728393164
NDUFAF4	ENSG00000123545	6	96889313	96897881	-	96897881	96886789	-11092	-0.06217	0.66	0.5	0.03	0.05	573	49.4	False	-0.021	0.000741	1.243241	0.0016	29.877087	23.431865692138672	0.9804083728393164
NDUFAF4	ENSG00000123545	6	96889313	96897881	-	96897881	96889295	-8586	-0.06652	0.66	0.46	0.05	0.07	1145	98.6	False	-0.022	-0.17054	1.243241	-0.2684	29.877087	23.431865692138672	0.9804083728393164
NDUFAF4	ENSG00000123545	6	96889313	96897881	-	96897881	96891212	-6669	-0.38256	0.66	0.59	0.37	0.39	1146	98.7	False	-0.128	-0.17054	1.243241	-0.2684	29.877087	23.431865692138672	0.9804083728393164
NDUFAF4	ENSG00000123545	6	96889313	96897881	-	96897881	96892048	-5833	-0.05783	0.66	0.54	0.04	0.06	1146	98.7	False	-0.019	-0.17054	1.243241	-0.2684	29.877087	23.431865692138672	0.9804083728393164
NDUFAF4	ENSG00000123545	6	96889313	96897881	-	96897881	96897178	-703	-0.50577	0.66	0.34	0.36	0.44	560	48.2	True	-0.169	-0.067878	1.243241	-0.1392	29.877087	23.431865692138672	0.9804083728393164
NDUFAF4	ENSG00000123545	6	96889313	96897881	-	96897881	96898016	135	0.60501	0.66	0.06	0.3	0.18	99	8.5	False	0.202	0.002219	1.243241	0.0021	29.877087	23.431865692138672	0.9804083728393164
NDUFAF4	ENSG00000123545	6	96889313	96897881	-	96897881	96898113	232	-0.19976	0.66	0.46	0.05	0.06	96	8.3	False	-0.067	-0.008876	1.243241	-0.0084	29.877087	23.431865692138672	0.9804083728393164
NDUFAF4	ENSG00000123545	6	96889313	96897881	-	96897881	96924543	26662	-0.1813	0.66	0.53	0.09	0.1	415	35.7	False	-0.06	-0.027619	1.243241	-0.0538	29.877087	23.431865692138672	0.9804083728393164
SNRNP27	ENSG00000124380	2	69893560	69905575	+	69893560	69890044	-3516	7e-05	0.99	0.5	-0.0	0.29	790	68.0	False	0.095	-0.09902	0.958511	-0.3087	0.024967652	0.011698704212903976	0.0005715372592797096
SNRNP27	ENSG00000124380	2	69893560	69905575	+	69893560	69890240	-3320	5e-05	0.99	0.89	-0.0	0.05	790	68.0	False	0.069	-0.09902	0.958511	-0.3087	0.024967652	0.011698704212903976	0.0005715372592797096
SNRNP27	ENSG00000124380	2	69893560	69905575	+	69893560	69892337	-1223	5e-05	0.99	0.89	-0.0	0.05	790	68.0	False	0.063	-0.098421	0.958511	-0.3059	0.024967652	0.011698704212903976	0.0005715372592797096
SNRNP27	ENSG00000124380	2	69893560	69905575	+	69893560	69893476	-84	0.00077	0.99	0.77	1.1	0.78	502	43.2	True	1.0	-0.131551	0.958511	-0.3446	0.024967652	0.011698704212903976	0.0005715372592797096
SNRNP27	ENSG00000124380	2	69893560	69905575	+	69893560	69933900	40340	7e-05	0.99	0.84	-0.0	0.11	790	68.0	False	0.085	-0.098201	0.958511	-0.307	0.024967652	0.011698704212903976	0.0005715372592797096
SNRNP27	ENSG00000124380	2	69893560	69905575	+	69893560	69946558	52998	7e-05	0.99	0.69	0.0	0.19	772	66.5	False	0.087	-0.070944	0.958511	-0.2264	0.024967652	0.011698704212903976	0.0005715372592797096
BTN2A2	ENSG00000124508	6	26383096	26394874	+	26383096	26383231	135	-0.15466	0.98	0.3	0.08	0.23	211	18.2	False	-0.444	0.113121	1.639785	0.1004	3.3036516	1.442284345626831	0.10685128818851432
BTN2A2	ENSG00000124508	6	26383096	26394874	+	26383096	26390777	7681	-0.1512	0.98	0.78	0.19	0.49	289	24.9	True	-0.434	0.192461	1.639785	0.21	3.3036516	1.442284345626831	0.10685128818851432
SIRT5	ENSG00000124523	6	13574529	13615158	+	13574529	13574259	-270	0.45617	0.98	0.9	-0.01	0.9	582	50.1	True	0.889	-0.070965	0.686648	-0.2447	10.800361	4.674032211303711	0.3502049550601774
PEX6	ENSG00000124587	6	42963870	42979220	-	42979220	42979205	-15	0.68629	0.94	0.96	0.1	0.86	800	68.9	True	0.497	0.274137	1.385306	0.5051	22.916271	7.349628448486328	0.42628829074376523
ATP5S	ENSG00000125375	14	50312326	50335558	+	50312326	50312511	185	-0.69741	0.99	0.98	0.11	0.9	986	84.9	True	-0.651	-0.07706	1.247328	-0.2266	6.663657	4.21113395690918	0.2669255625692252
POLR1B	ENSG00000125630	2	112541915	112577150	+	112541915	112541009	-906	-0.03923	0.99	0.93	0.04	0.56	951	81.9	True	-0.097	-0.045131	0.814538	-0.1515	1.3078526	5.102662682533264	0.1268494075073707
